,program,nfrags,fraglen,qual_shift,alpha,predicted_phred,predicted_error,n_matches,n_mismatches,n_total,p_mismatch,p_mismatch_lower,p_mismatch_upper,observed_phred,observed_phred_lower,observed_phred_upper
0,leeHom,100000000,120,-20,0.01,2,0.6309573444801932,324166,16275325,16599491,0.980471328910025,0.980383678028248,0.9805587043007585,0.0856510151503623,0.08526400781817264,0.0860392773541495
1,leeHom,100000000,120,-20,0.01,3,0.5011872336272722,113994985,121698040,235693025,0.5163412875709835,0.5162574392556832,0.5164251352266829,2.8706314660233323,2.8699262809308097,2.8713367711875897
2,leeHom,100000000,120,-20,0.01,4,0.3981071705534972,36516765,24792843,61309608,0.4043875635283788,0.40422611445638057,0.40454902743722565,3.9320220909995527,3.930288385629982,3.933756329336547
3,leeHom,100000000,120,-20,0.01,5,0.31622776601683794,48443644,20406903,68850547,0.29639420293930274,0.2962524467336277,0.2965359872795056,5.281302948090812,5.279225936032401,5.283380541513749
4,leeHom,100000000,120,-20,0.01,6,0.251188643150958,28480314,8502651,36982965,0.22990722890931,0.22972902701430198,0.23008550028814256,6.384473731149481,6.381107491856111,6.387841268089701
5,leeHom,100000000,120,-20,0.01,7,0.19952623149688797,13307829,3336607,16644436,0.20046380664385383,0.20021109569661977,0.20071668882059346,6.979640270026505,6.97416516095629,6.98511857594545
6,leeHom,100000000,120,-20,0.01,8,0.15848931924611134,25375586,4380633,29756219,0.14721739344639181,0.14705012110938265,0.14738477858534726,8.320408759256004,8.315473666651489,8.325346134750694
7,leeHom,100000000,120,-20,0.01,9,0.12589254117941673,8358991,1587206,9946197,0.15957918388304596,0.15928019052051468,0.15987850292264416,7.970237603181801,7.962099270586594,7.978382335057679
8,leeHom,100000000,120,-20,0.01,10,0.1,35252311,3994376,39246687,0.10177613208472858,0.1016518505234566,0.10190051018722046,9.923540581412308,9.918236415976962,9.928847108300689
9,leeHom,100000000,120,-20,0.01,11,0.07943282347242814,26574222,2682137,29256359,0.09167706070328163,0.09153968764454612,0.0918145665580824,10.377393192511263,10.370884116752395,10.383905738235267
10,leeHom,100000000,120,-20,0.01,12,0.06309573444801933,57010888,3175571,60186459,0.05276221683020096,0.052688017418659694,0.05283648694409748,12.776769656484557,12.770660659915238,12.782881430543787
11,leeHom,100000000,120,-20,0.01,13,0.05011872336272722,68908697,2680619,71589316,0.03744440022307239,0.03738662776915558,0.0375022341543616,14.266131214640778,14.25942858885383,14.272837059422079
12,leeHom,100000000,120,-20,0.01,14,0.039810717055349734,54717512,2177443,56894955,0.038271284334437036,0.038205798809579306,0.038336847077690805,14.171269631739944,14.163836075003786,14.178707156256284
13,leeHom,100000000,120,-20,0.01,15,0.03162277660168379,46155162,1597114,47752276,0.03344581942020942,0.03337883548217124,0.033512896325293196,14.756581593969248,14.747880369890682,14.765288190195394
14,leeHom,100000000,120,-20,0.01,16,0.025118864315095794,63668754,1867155,65535909,0.02849056385255906,0.02843765440754098,0.02854354175566398,15.452989556172511,15.44492139507726,15.461062279096359
15,leeHom,100000000,120,-20,0.01,17,0.0199526231496888,804128222,8902424,813030646,0.010949678273259086,0.010940279531546637,0.010959082737825643,19.60598641207511,19.602257942614603,19.609715813428718
16,leeHom,100000000,120,-20,0.01,18,0.015848931924611134,3238701,300935,3539636,0.08501862903417187,0.08463718852439095,0.0854011854305391,10.70485902517503,10.685361009460216,10.724387714504598
17,leeHom,100000000,120,-20,0.01,19,0.012589254117941675,6898600,378464,7277064,0.052007787756161,0.05179599256923573,0.05222016886094227,12.839316193212175,12.82161728161162,12.857038401079127
18,leeHom,100000000,120,-20,0.01,20,0.01,6902321,4338337,11240658,0.3859504488082459,0.3855764379364409,0.38632455621847606,4.134684497078514,4.130476856133166,4.138895131168164
19,leeHom,100000000,120,-20,0.01,21,0.007943282347242814,3915189,30311,3945500,0.007682423013559751,0.007569665392368363,0.007796369535930436,21.145017831644846,21.081075841757652,21.209233175223552
20,leeHom,100000000,120,-20,0.01,22,0.00630957344480193,6872194,43264,6915458,0.006256129384344464,0.006179164837663675,0.006333774031298867,22.03694278118638,21.983374349190438,22.090702192322773
21,leeHom,100000000,120,-20,0.01,23,0.005011872336272725,26783290,140552,26923842,0.005220354509582994,0.0051846498091305815,0.00525623416057297,22.823000034483385,22.793252955830773,22.852805721772192
22,leeHom,100000000,120,-20,0.01,24,0.003981071705534973,8365623,34228,8399851,0.00407483418455875,0.004018438160487747,0.004131792687521285,23.898900591194206,23.83861477308332,23.959427106173298
23,leeHom,100000000,120,-20,0.01,25,0.0031622776601683794,36709512,126487,36835999,0.003433787692306105,0.0034090114486254874,0.0034586922759459737,24.642265603429262,24.610880759745427,24.67371540259368
24,leeHom,100000000,120,-20,0.01,26,0.0025118864315095794,89352561,222477,89575038,0.0024836941738165938,0.0024701683391271656,0.002497272876898826,26.04901881442622,26.025339997165617,26.07273449063079
25,leeHom,100000000,120,-20,0.01,27,0.001995262314968879,48539881,90780,48630661,0.001866723547105395,0.0018508180283204334,0.0018827265989505015,27.28919994239726,27.25212741686957,27.3263627880584
26,leeHom,100000000,120,-20,0.01,28,0.001584893192461114,18147992,28774,18176766,0.0015830098709528418,0.0015590937122483828,0.0016071873026582972,28.00516377059953,27.939335073245278,28.07127779943167
27,leeHom,100000000,120,-20,0.01,29,0.0012589254117941675,109877934,144505,110022439,0.0013134138936876322,0.001304537017559615,0.0013223339199355255,28.815983939263315,28.786588615875548,28.845435928429644
