program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
fastp,gen_n1000000_l225_merged.fq.gz,1000000,225,999927,12946,987054,40.241,6:220 7:106 8:259 9:128 10:732 11:262 12:178 13:54 14:67 15:474 16:223 17:37 18:33 19:22 20:287 21:77 22:22 23:67 24:47 25:72 26:71 27:26 28:34 29:18 30:102 31:34 32:32 33:20 34:21 35:61 36:46 37:17 38:24 39:16 40:80 41:41 42:167 43:43 44:18 45:65 46:34 47:13 48:32 49:62 50:87 51:34 52:33 53:44 54:46 55:102 56:55 57:18 58:26 59:23 60:113 61:52 62:32 63:30 64:174 65:100 66:56 67:28 68:67 69:51 70:134 71:24 72:68 73:24 74:36 75:93 76:78 77:27 78:60 79:17 80:112 81:31 82:51 83:17 84:329 85:133 86:39 87:50 88:38 89:20 90:170 91:30 92:45 93:55 94:50 95:79 96:142 97:31 98:84 99:65 100:190 101:26 102:35 103:9 104:13 105:52 106:15 107:10 108:7 109:17 110:44 111:18 112:14 113:7 114:23 115:49 116:13 117:16 118:16 119:23 120:80 121:21 122:18 123:8 124:60 125:63 126:251 127:48 128:17 129:23 130:46 131:7 132:15 133:6 134:18 135:73 136:28 137:18 138:8 139:5 140:50 141:8 142:12 143:3 144:35 145:58 146:9 147:57 148:8 149:13 150:51 151:4 152:10 153:3 154:13 155:57 156:17 157:6 158:17 159:10 160:78 161:10 162:6 163:64 164:28 165:82 166:9 167:79 168:201 169:54 170:183 171:255 172:68 173:8 174:122 175:160 176:21 177:7 178:15 179:59 180:167 181:11 182:59 183:12 184:81 185:207 186:19 187:13 188:24 189:139 190:386 191:42 192:322 193:167 194:190
