,program,nfrags,fraglen,qual_shift,alpha,predicted_phred,predicted_error,n_matches,n_mismatches,n_total,p_mismatch,p_mismatch_lower,p_mismatch_upper,observed_phred,observed_phred_lower,observed_phred_upper
0,ClipAndMerge,100000000,120,0,0.01,2,0.6309573444801932,28175,47910,76085,0.6296904777551423,0.6251665455292545,0.6341981618636356,2.0087287409457883,1.977750210500794,2.0400427038538376
1,ClipAndMerge,100000000,120,0,0.01,13,0.05011872336272722,462989,24539,487528,0.050333519305557836,0.049530334740542026,0.0511454937617396,12.981427027928172,12.911926243295648,13.05128736918028
2,ClipAndMerge,100000000,120,0,0.01,14,0.039810717055349734,8936610,370387,9306997,0.03979661753409827,0.039631748501975705,0.039961957178858976,14.001538386977177,13.98353249896416,14.019567667269182
3,ClipAndMerge,100000000,120,0,0.01,15,0.03162277660168379,12904338,421077,13325415,0.031599541177516795,0.03147623409723055,0.031723182796944194,15.003192232524592,14.986232462659812,15.020172333849791
4,ClipAndMerge,100000000,120,0,0.01,16,0.025118864315095794,36971577,953504,37925081,0.025141778866602817,0.025076343151760327,0.02520733372916928,15.99603997747171,15.984730887918994,16.007357957840963
5,ClipAndMerge,100000000,120,0,0.01,18,0.015848931924611134,3135585,50486,3186071,0.015845849009642282,0.015666205143657574,0.016026940249807664,18.000844866519916,17.951493821662623,18.05036190816828
6,ClipAndMerge,100000000,120,0,0.01,21,0.007943282347242814,724318,5579,729897,0.007643544226103135,0.007383485507583831,0.007910043362583496,21.16705217220077,21.018211357085036,21.317385732229358
7,ClipAndMerge,100000000,120,0,0.01,22,0.00630957344480193,163515,1021,164536,0.0062053289249769045,0.005717901397117808,0.006721546708461923,22.072351929700314,21.72530779080403,22.42763338145022
8,ClipAndMerge,100000000,120,0,0.01,23,0.005011872336272725,2449373,12185,2461558,0.004950116958446642,0.0048356468443844225,0.005066504983756492,23.05384539691095,22.952915258109616,23.155454239269666
9,ClipAndMerge,100000000,120,0,0.01,24,0.003981071705534973,3746723,15120,3761843,0.004019306494183835,0.003935774031392447,0.004104095985165257,23.958488752069425,23.86782490649616,24.049698441168413
10,ClipAndMerge,100000000,120,0,0.01,25,0.0031622776601683794,13424266,42342,13466608,0.003144221618391209,0.003105062883179577,0.003183731808497181,25.024868505930833,24.97063523533429,25.07929600143969
11,ClipAndMerge,100000000,120,0,0.01,26,0.0025118864315095794,6426434,16142,6442576,0.0025055195313179075,0.0024550761688136857,0.0025566990643455245,26.0110220744534,25.92320387494016,26.099350293323273
12,ClipAndMerge,100000000,120,0,0.01,27,0.001995262314968879,14145606,28434,14174040,0.002006061786195044,0.0019755806125648645,0.002036877734780229,26.976556949495336,26.9103503909208,27.043052444549176
13,ClipAndMerge,100000000,120,0,0.01,28,0.001584893192461114,14628374,23117,14651491,0.0015777916390898373,0.0015512103111635644,0.001604697167499003,28.0195034964894,27.94606913971373,28.093293170891272
14,ClipAndMerge,100000000,120,0,0.01,29,0.0012589254117941675,24070701,30243,24100944,0.0012548471130425431,0.0012363500652768922,0.0012735413330970946,29.014091841484273,28.94986955337439,29.07858543897182
15,ClipAndMerge,100000000,120,0,0.01,30,0.001,4691278,4667,4695945,0.000993836171420236,0.0009567813375620515,0.0010319058975918338,30.02685200826211,29.86359905441351,30.191873043766357
16,ClipAndMerge,100000000,120,0,0.01,31,0.0007943282347242813,27871096,22198,27893294,0.0007958185218282215,0.0007821326091920211,0.0008096750002791753,30.991859573306414,30.91689269898104,31.067196068406567
17,ClipAndMerge,100000000,120,0,0.01,32,0.000630957344480193,16681860,10408,16692268,0.0006235222199883204,0.0006078965695541783,0.0006394332264321179,32.05148065286692,31.942048005303832,32.16170307393474
18,ClipAndMerge,100000000,120,0,0.01,33,0.0005011872336272725,97648911,48612,97697523,0.0004975765864606413,0.0004917841693701241,0.0005034177017441133,33.031400636270824,32.98071517364089,33.08225455397739
19,ClipAndMerge,100000000,120,0,0.01,34,0.00039810717055349735,207185485,82139,207267624,0.0003962944063082423,0.0003927424412499825,0.00039986932388447194,34.019820576850094,33.98081911642187,34.05892164671216
20,ClipAndMerge,100000000,120,0,0.01,35,0.00031622776601683794,87867628,27405,87895033,0.00031179236260142255,0.0003069630674248369,0.0003166758291325289,35.061345271224226,34.99385083691452,35.12913873964079
21,ClipAndMerge,100000000,120,0,0.01,36,0.00025118864315095795,144021356,35983,144057339,0.0002497824841815244,0.00024640413799781324,0.00025319387968603113,36.02438019484791,35.96546796485288,36.08352003104501
22,ClipAndMerge,100000000,120,0,0.01,37,0.00019952623149688788,228438363,45199,228483562,0.00019782167086488262,0.00019543335413629848,0.000200230823941272,37.03726134268098,36.98469065532191,37.09001314306249
23,ClipAndMerge,100000000,120,0,0.01,38,0.00015848931924611142,10716320239,1693023,10718013262,0.00015796052482996078,0.00015764802014417434,0.00015827347326258234,38.01451431972862,38.00591867077278,38.023114790604424
0,ClipAndMerge,100000000,120,-10,0.01,0,1.0,0,80306,80306,1.0,0.9999340255698467,1.0,0.0,0.0,0.0002865327616447792
1,ClipAndMerge,100000000,120,-10,0.01,3,0.5011872336272722,252348,253961,506309,0.5015929007779834,0.49978191142413364,0.5034038601797035,2.9964861885749547,2.9808345853672895,3.012194663185008
2,ClipAndMerge,100000000,120,-10,0.01,4,0.3981071705534972,5858077,3871252,9729329,0.3978950655281572,0.3974908644252888,0.398299366485416,4.0023144669724235,3.9979038435669474,4.00672848328967
3,ClipAndMerge,100000000,120,-10,0.01,5,0.31622776601683794,9414265,4354369,13768634,0.3162527960290033,0.31593002094426814,0.31657569809055586,4.99965626149408,4.995224267770633,5.004091037214442
4,ClipAndMerge,100000000,120,-10,0.01,6,0.251188643150958,29276023,9816968,39092991,0.2511183654379375,0.2509397286471351,0.2512970627995955,6.00121524178014,5.998125874813701,6.004305759658384
5,ClipAndMerge,100000000,120,-10,0.01,8,0.15848931924611134,2780753,522631,3303384,0.15821079232689872,0.15769393495658168,0.15872863439415308,8.007638944909832,7.993447201411177,8.021850096865801
6,ClipAndMerge,100000000,120,-10,0.01,11,0.07943282347242814,669104,57724,726828,0.07941906475809958,0.078604183614847,0.08023945717772096,11.000752315102137,10.956120179925966,11.045543385345123
7,ClipAndMerge,100000000,120,-10,0.01,12,0.06309573444801933,154841,10133,164974,0.061421799798756165,0.0599087671442885,0.06296019264510433,12.116774618881262,12.009339517961045,12.225096176144696
8,ClipAndMerge,100000000,120,-10,0.01,13,0.05011872336272722,2330116,122577,2452693,0.049976495223821325,0.04961878300696865,0.05033595431710136,13.012342035582066,12.981216932049279,13.043538918139026
9,ClipAndMerge,100000000,120,-10,0.01,14,0.039810717055349734,3681346,152650,3833996,0.03981485635352776,0.03955808498367708,0.04007277037517132,13.999548468090758,13.971506321852338,14.02764740865364
10,ClipAndMerge,100000000,120,-10,0.01,15,0.03162277660168379,13337487,434991,13772478,0.03158407659100999,0.031462813993984984,0.031705662876309826,15.005318158502284,14.988631625049615,15.022024372306426
11,ClipAndMerge,100000000,120,-10,0.01,16,0.025118864315095794,6408581,164168,6572749,0.024977068194753822,0.024820544749806883,0.02513427963804593,16.024585404040554,15.9973355737065,16.05188691038782
12,ClipAndMerge,100000000,120,-10,0.01,17,0.0199526231496888,14166069,287286,14453355,0.01987676909617179,0.019782324142219143,0.019971530228251044,17.01654207350064,16.995886580023566,17.037226863057885
13,ClipAndMerge,100000000,120,-10,0.01,18,0.015848931924611134,14675160,236166,14911326,0.015838028086838152,0.015754868618081175,0.015921496616771447,18.0029889120077,17.98016111104896,18.025852141136106
14,ClipAndMerge,100000000,120,-10,0.01,19,0.012589254117941675,24169506,306491,24475997,0.012522104819672922,0.012464283043040592,0.012580116159706556,19.023226651559963,19.003153487725726,19.043326974575375
15,ClipAndMerge,100000000,120,-10,0.01,20,0.01,4741429,47807,4789236,0.009982176697911734,0.009865550373669096,0.010099777588178593,20.0077474680722,19.956881899094654,20.05878681564342
16,ClipAndMerge,100000000,120,-10,0.01,21,0.007943282347242814,28046618,224124,28270742,0.007927772111534958,0.007884874113910256,0.00797083578804969,21.008488423932818,20.98496137937993,21.032052360155543
