,program,nfrags,fraglen,qual_shift,alpha,predicted_phred,predicted_error,n_matches,n_mismatches,n_total,p_mismatch,p_mismatch_lower,p_mismatch_upper,observed_phred,observed_phred_lower,observed_phred_upper
0,AdapterRemoval,100000000,120,0,0.01,1,0.7943282347242815,8,9,17,0.5294117647058824,0.21928229792190412,0.8235617905336868,2.762064119389491,0.8430381084627985,6.589964263486485
1,AdapterRemoval,100000000,120,0,0.01,2,0.6309573444801932,162492,165857,328349,0.5051241209810293,0.5028750539347597,0.5073730394278972,2.966018923095937,2.9467261385606385,2.9853990784137867
2,AdapterRemoval,100000000,120,0,0.01,3,0.5011872336272722,1639343,1534713,3174056,0.4835179341511303,0.48279529202978466,0.48424062568706616,3.155874128768917,3.149387779434627,3.1623697356941625
3,AdapterRemoval,100000000,120,0,0.01,4,0.3981071705534972,596968,345190,942158,0.3663822840754948,0.3651038267294906,0.3676620913691546,4.3606553422434615,4.345511467368411,4.3758361509521375
4,AdapterRemoval,100000000,120,0,0.01,5,0.31622776601683794,344464,136967,481431,0.2844997517816676,0.2828259230591439,0.28617784250274525,5.459181081789244,5.433639947946547,5.484807867931916
5,AdapterRemoval,100000000,120,0,0.01,6,0.251188643150958,364226,108741,472967,0.22991244632289357,0.228338124830201,0.23149220537362436,6.384375175387243,6.354636276275144,6.4142156980176415
6,AdapterRemoval,100000000,120,0,0.01,7,0.19952623149688797,210838,41819,252657,0.16551688652995958,0.16361672066532262,0.1674296646730915,7.811576916002697,7.761675925646197,7.861723160582191
7,AdapterRemoval,100000000,120,0,0.01,8,0.15848931924611134,110449,17401,127850,0.13610481032459915,0.1336442731913292,0.13859248373547017,8.661265253439698,8.582603221103852,8.740496465198035
8,AdapterRemoval,100000000,120,0,0.01,9,0.12589254117941673,358274,45463,403737,0.11260548327252642,0.11132735389706294,0.11389275300514934,9.48440461198522,9.435039091957389,9.533981134103232
9,AdapterRemoval,100000000,120,0,0.01,10,0.1,329201,32808,362009,0.09062758108223828,0.08940256842112326,0.0918633683662099,10.4273961149614,10.368576342932514,10.486500043014185
10,AdapterRemoval,100000000,120,0,0.01,11,0.07943282347242814,434791,34349,469140,0.07321695016413012,0.07224058977077996,0.07420197791158367,11.353883655183372,11.29584518108604,11.412187171083133
11,AdapterRemoval,100000000,120,0,0.01,12,0.06309573444801933,332307,20756,353063,0.05878837487927084,0.057773191497829446,0.05981546950505878,12.307085450961736,12.231864840406484,12.382736405664001
12,AdapterRemoval,100000000,120,0,0.01,13,0.05011872336272722,652518,32789,685307,0.04784571002485018,0.047183996478413315,0.04851370980281566,13.201569961537711,13.141355139682737,13.262052772059285
13,AdapterRemoval,100000000,120,0,0.01,14,0.039810717055349734,353065,13953,367018,0.03801720896522787,0.03720873375245892,0.03883768672353527,14.200197700453671,14.107466457342381,14.293551091689235
14,AdapterRemoval,100000000,120,0,0.01,15,0.03162277660168379,452294,14250,466544,0.030543742926712164,0.029898533962724683,0.03119854641826647,15.150777442012002,15.058656398671912,15.243501062410678
15,AdapterRemoval,100000000,120,0,0.01,16,0.025118864315095794,202651,4989,207640,0.024027162396455404,0.02317004054047689,0.024906175344077464,16.192975162676298,16.036929587136573,16.35073206326986
16,AdapterRemoval,100000000,120,0,0.01,17,0.0199526231496888,392065,7733,399798,0.019342267845261857,0.018785679964205992,0.01991032835087081,17.13492607039926,17.009215777528283,17.261730806454153
