program,filename,nfrags,fraglen_distribution,quality_shift,total_sequences,total_reads,dropped_reads,edit_distances
AdapterRemoval,gen_n_1000000_dist_A9180_qs_-9_merged.fq,1000000,A9180,-9,999996,999999,1,0:963877 1:35343 2:765 3:13 4:1
