program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
bbmerge,gen_n1000000_l36_merged.fq.gz,1000000,36,999911,937266,62734,0.01,0:933730 1:3536
bbmerge,gen_n1000000_l37_merged.fq.gz,1000000,37,999911,937747,62253,0.011,0:934076 1:3671
bbmerge,gen_n1000000_l38_merged.fq.gz,1000000,38,999924,938808,61192,0.012,0:934582 1:4225 2:1
bbmerge,gen_n1000000_l39_merged.fq.gz,1000000,39,999914,940187,59813,0.012,0:935837 1:4348 2:2
bbmerge,gen_n1000000_l3_merged.fq.gz,1000000,3,999926,0,1000000,NA,
bbmerge,gen_n1000000_l40_merged.fq.gz,1000000,40,999925,939492,60508,0.013,0:934624 1:4867 2:1
bbmerge,gen_n1000000_l41_merged.fq.gz,1000000,41,999926,940551,59449,0.013,0:935381 1:5166 2:4
bbmerge,gen_n1000000_l42_merged.fq.gz,1000000,42,999912,942478,57522,0.014,0:937086 1:5391 2:1
bbmerge,gen_n1000000_l43_merged.fq.gz,1000000,43,999903,943146,56854,0.014,0:937332 1:5812 2:2
bbmerge,gen_n1000000_l44_merged.fq.gz,1000000,44,999915,944567,55433,0.015,0:938422 1:6145
bbmerge,gen_n1000000_l45_merged.fq.gz,1000000,45,999937,945759,54241,0.016,0:938808 1:6949 2:2
bbmerge,gen_n1000000_l46_merged.fq.gz,1000000,46,999918,947196,52804,0.016,0:940134 1:7061 2:1
bbmerge,gen_n1000000_l47_merged.fq.gz,1000000,47,999916,947595,52405,0.017,0:940036 1:7555 2:4
bbmerge,gen_n1000000_l48_merged.fq.gz,1000000,48,999919,949268,50732,0.017,0:941346 1:7921 2:1
bbmerge,gen_n1000000_l49_merged.fq.gz,1000000,49,999920,950496,49504,0.018,0:942146 1:8347 2:3
bbmerge,gen_n1000000_l4_merged.fq.gz,1000000,4,999926,0,1000000,NA,
bbmerge,gen_n1000000_l50_merged.fq.gz,1000000,50,999907,950701,49299,0.019,0:941877 1:8822 2:2
bbmerge,gen_n1000000_l51_merged.fq.gz,1000000,51,999911,952618,47382,0.019,0:943297 1:9314 2:7
bbmerge,gen_n1000000_l52_merged.fq.gz,1000000,52,999894,953712,46288,0.02,0:943973 1:9731 2:8
bbmerge,gen_n1000000_l53_merged.fq.gz,1000000,53,999924,955260,44740,0.02,0:945034 1:10214 2:12
bbmerge,gen_n1000000_l54_merged.fq.gz,1000000,54,999907,955229,44771,0.02,0:944750 1:10478 2:1
bbmerge,gen_n1000000_l55_merged.fq.gz,1000000,55,999911,955133,44867,0.021,0:944207 1:10918 2:8
bbmerge,gen_n1000000_l56_merged.fq.gz,1000000,56,999912,956665,43335,0.021,0:945331 1:11324 2:10
bbmerge,gen_n1000000_l57_merged.fq.gz,1000000,57,999918,958230,41770,0.021,0:946536 1:11684 2:10
bbmerge,gen_n1000000_l58_merged.fq.gz,1000000,58,999907,959864,40136,0.022,0:947618 1:12230 2:16
bbmerge,gen_n1000000_l59_merged.fq.gz,1000000,59,999911,960632,39368,0.022,0:948119 1:12501 2:12
bbmerge,gen_n1000000_l5_merged.fq.gz,1000000,5,999909,0,1000000,NA,
bbmerge,gen_n1000000_l60_merged.fq.gz,1000000,60,999914,960761,39239,0.023,0:947794 1:12946 2:21
bbmerge,gen_n1000000_l61_merged.fq.gz,1000000,61,999912,963017,36983,0.023,0:949427 1:13574 2:16
bbmerge,gen_n1000000_l62_merged.fq.gz,1000000,62,999918,965980,34020,0.023,0:952003 1:13960 2:17
bbmerge,gen_n1000000_l63_merged.fq.gz,1000000,63,999908,967373,32627,0.024,0:952871 1:14482 2:20
bbmerge,gen_n1000000_l64_merged.fq.gz,1000000,64,999907,967243,32757,0.024,0:952521 1:14707 2:15
bbmerge,gen_n1000000_l65_merged.fq.gz,1000000,65,999905,966609,33391,0.024,0:951267 1:15323 2:19
bbmerge,gen_n1000000_l66_merged.fq.gz,1000000,66,999918,968261,31739,0.025,0:952531 1:15701 2:29
bbmerge,gen_n1000000_l67_merged.fq.gz,1000000,67,999934,969293,30707,0.025,0:953287 1:15973 2:33
bbmerge,gen_n1000000_l68_merged.fq.gz,1000000,68,999927,970398,29602,0.025,0:954033 1:16338 2:27
bbmerge,gen_n1000000_l69_merged.fq.gz,1000000,69,999931,971612,28388,0.026,0:954384 1:17191 2:37
bbmerge,gen_n1000000_l6_merged.fq.gz,1000000,6,999928,0,1000000,NA,
bbmerge,gen_n1000000_l70_merged.fq.gz,1000000,70,999920,969832,30168,0.026,0:952231 1:17562 2:39
bbmerge,gen_n1000000_l71_merged.fq.gz,1000000,71,999921,971062,28938,0.026,0:953295 1:17734 2:33
bbmerge,gen_n1000000_l72_merged.fq.gz,1000000,72,999922,972258,27742,0.026,0:954038 1:18185 2:35
bbmerge,gen_n1000000_l73_merged.fq.gz,1000000,73,999921,972926,27074,0.026,0:954438 1:18451 2:37
bbmerge,gen_n1000000_l74_merged.fq.gz,1000000,74,999920,973294,26706,0.027,0:954175 1:19069 2:49 3:1
bbmerge,gen_n1000000_l75_merged.fq.gz,1000000,75,999913,972201,27799,0.027,0:952473 1:19667 2:61
bbmerge,gen_n1000000_l76_merged.fq.gz,1000000,76,999911,973621,26379,0.027,0:953716 1:19838 2:67
bbmerge,gen_n1000000_l77_merged.fq.gz,1000000,77,999915,974028,25972,0.027,0:953526 1:20442 2:60
bbmerge,gen_n1000000_l78_merged.fq.gz,1000000,78,999894,975050,24950,0.027,0:954563 1:20425 2:61 3:1
bbmerge,gen_n1000000_l79_merged.fq.gz,1000000,79,999918,975491,24509,0.028,0:954222 1:21180 2:89
bbmerge,gen_n1000000_l7_merged.fq.gz,1000000,7,999914,0,1000000,NA,
bbmerge,gen_n1000000_l80_merged.fq.gz,1000000,80,999911,973002,26998,0.028,0:951492 1:21420 2:90
bbmerge,gen_n1000000_l81_merged.fq.gz,1000000,81,999918,974468,25532,0.028,0:952607 1:21779 2:82
bbmerge,gen_n1000000_l82_merged.fq.gz,1000000,82,999906,975897,24103,0.028,0:953694 1:22092 2:111
bbmerge,gen_n1000000_l83_merged.fq.gz,1000000,83,999912,976381,23619,0.028,0:953608 1:22664 2:109
bbmerge,gen_n1000000_l84_merged.fq.gz,1000000,84,999916,978223,21777,0.028,0:954994 1:23099 2:130
bbmerge,gen_n1000000_l85_merged.fq.gz,1000000,85,999930,975858,24142,0.028,0:952591 1:23148 2:119
bbmerge,gen_n1000000_l86_merged.fq.gz,1000000,86,999923,976834,23166,0.029,0:952959 1:23740 2:135
bbmerge,gen_n1000000_l87_merged.fq.gz,1000000,87,999917,977341,22659,0.029,0:952992 1:24189 2:160
bbmerge,gen_n1000000_l88_merged.fq.gz,1000000,88,999907,978410,21590,0.029,0:953694 1:24590 2:126
bbmerge,gen_n1000000_l89_merged.fq.gz,1000000,89,999923,977230,22770,0.029,0:952359 1:24713 2:158
bbmerge,gen_n1000000_l8_merged.fq.gz,1000000,8,999897,0,1000000,NA,
bbmerge,gen_n1000000_l90_merged.fq.gz,1000000,90,999924,976045,23955,0.029,0:950702 1:25181 2:162
bbmerge,gen_n1000000_l91_merged.fq.gz,1000000,91,999913,977346,22654,0.029,0:951683 1:25479 2:184
bbmerge,gen_n1000000_l92_merged.fq.gz,1000000,92,999925,978377,21623,0.029,0:952217 1:25968 2:192
bbmerge,gen_n1000000_l93_merged.fq.gz,1000000,93,999904,977855,22145,0.029,0:951794 1:25854 2:205 3:2
bbmerge,gen_n1000000_l94_merged.fq.gz,1000000,94,999912,981366,18634,0.029,0:954462 1:26713 2:189 3:2
bbmerge,gen_n1000000_l95_merged.fq.gz,1000000,95,999917,978639,21361,0.029,0:951639 1:26787 2:213
bbmerge,gen_n1000000_l96_merged.fq.gz,1000000,96,999911,979274,20726,0.03,0:951596 1:27432 2:245 3:1
bbmerge,gen_n1000000_l97_merged.fq.gz,1000000,97,999924,980648,19352,0.03,0:952466 1:27963 2:218 3:1
bbmerge,gen_n1000000_l98_merged.fq.gz,1000000,98,999934,981558,18442,0.03,0:952779 1:28504 2:275
bbmerge,gen_n1000000_l99_merged.fq.gz,1000000,99,999929,983073,16927,0.03,0:954180 1:28600 2:293
bbmerge,gen_n1000000_l9_merged.fq.gz,1000000,9,999912,0,1000000,NA,
