program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,avg_divergence_per_nt,edit_distances
bbmerge,gen_n1000000_l30_merged.fq.gz,1000000,30,999915,0,1000000,NA,
bbmerge,gen_n1000000_l31_merged.fq.gz,1000000,31,999941,0,1000000,NA,
bbmerge,gen_n1000000_l32_merged.fq.gz,1000000,32,999915,0,1000000,NA,
bbmerge,gen_n1000000_l33_merged.fq.gz,1000000,33,999916,0,1000000,NA,
bbmerge,gen_n1000000_l34_merged.fq.gz,1000000,34,999923,0,1000000,NA,
bbmerge,gen_n1000000_l35_merged.fq.gz,1000000,35,999902,946437,53563,0.01,0:943111 1:3326
bbmerge,gen_n1000000_l36_merged.fq.gz,1000000,36,999911,947311,52689,0.011,0:943605 1:3706
bbmerge,gen_n1000000_l37_merged.fq.gz,1000000,37,999911,948078,51922,0.011,0:944197 1:3881
bbmerge,gen_n1000000_l38_merged.fq.gz,1000000,38,999924,949026,50974,0.012,0:944586 1:4439 2:1
bbmerge,gen_n1000000_l39_merged.fq.gz,1000000,39,999914,949812,50188,0.012,0:945210 1:4600 2:2
bbmerge,gen_n1000000_l3_merged.fq.gz,1000000,3,999926,2,999998,7916.667,237:1 238:1
bbmerge,gen_n1000000_l40_merged.fq.gz,1000000,40,999925,950645,49355,0.013,0:945529 1:5115 2:1
bbmerge,gen_n1000000_l41_merged.fq.gz,1000000,41,999926,951827,48173,0.014,0:946378 1:5445 2:4
bbmerge,gen_n1000000_l42_merged.fq.gz,1000000,42,999912,953239,46761,0.014,0:947566 1:5672 2:1
bbmerge,gen_n1000000_l43_merged.fq.gz,1000000,43,999903,953728,46272,0.015,0:947630 1:6096 2:2
bbmerge,gen_n1000000_l44_merged.fq.gz,1000000,44,999915,955159,44841,0.015,0:948692 1:6466 2:1
bbmerge,gen_n1000000_l45_merged.fq.gz,1000000,45,999937,956544,43456,0.017,0:949422 1:7120 2:2
bbmerge,gen_n1000000_l46_merged.fq.gz,1000000,46,999918,957152,42848,0.016,0:949898 1:7253 2:1
bbmerge,gen_n1000000_l47_merged.fq.gz,1000000,47,999916,958445,41555,0.017,0:950710 1:7729 2:6
bbmerge,gen_n1000000_l48_merged.fq.gz,1000000,48,999919,959521,40479,0.018,0:951403 1:8117 2:1
bbmerge,gen_n1000000_l49_merged.fq.gz,1000000,49,999920,960474,39526,0.018,0:951925 1:8546 2:3
bbmerge,gen_n1000000_l4_merged.fq.gz,1000000,4,999926,1,999999,5925.0,237:1
bbmerge,gen_n1000000_l50_merged.fq.gz,1000000,50,999907,962090,37910,0.019,0:953054 1:9034 2:2
bbmerge,gen_n1000000_l51_merged.fq.gz,1000000,51,999911,963011,36989,0.019,0:953501 1:9502 2:8
bbmerge,gen_n1000000_l52_merged.fq.gz,1000000,52,999894,963637,36363,0.02,0:953679 1:9949 2:9
bbmerge,gen_n1000000_l53_merged.fq.gz,1000000,53,999924,965154,34846,0.02,0:954713 1:10429 2:12
bbmerge,gen_n1000000_l54_merged.fq.gz,1000000,54,999907,965941,34059,0.021,0:955191 1:10748 2:2
bbmerge,gen_n1000000_l55_merged.fq.gz,1000000,55,999911,967143,32857,0.021,0:955955 1:11178 2:10
bbmerge,gen_n1000000_l56_merged.fq.gz,1000000,56,999912,967709,32291,0.021,0:956137 1:11562 2:10
bbmerge,gen_n1000000_l57_merged.fq.gz,1000000,57,999918,968984,31016,0.022,0:957064 1:11910 2:10
bbmerge,gen_n1000000_l58_merged.fq.gz,1000000,58,999907,969664,30336,0.022,0:957179 1:12469 2:16
bbmerge,gen_n1000000_l59_merged.fq.gz,1000000,59,999911,970436,29564,0.022,0:957646 1:12777 2:13
bbmerge,gen_n1000000_l5_merged.fq.gz,1000000,5,999909,3,999997,4713.333,235:1 236:2
bbmerge,gen_n1000000_l60_merged.fq.gz,1000000,60,999914,971146,28854,0.023,0:957974 1:13150 2:22
bbmerge,gen_n1000000_l61_merged.fq.gz,1000000,61,999912,972045,27955,0.023,0:958308 1:13721 2:16
bbmerge,gen_n1000000_l62_merged.fq.gz,1000000,62,999918,973352,26648,0.023,0:959227 1:14107 2:18
bbmerge,gen_n1000000_l63_merged.fq.gz,1000000,63,999908,974072,25928,0.024,0:959433 1:14619 2:20
bbmerge,gen_n1000000_l64_merged.fq.gz,1000000,64,999907,974333,25667,0.024,0:959454 1:14863 2:16
bbmerge,gen_n1000000_l65_merged.fq.gz,1000000,65,999905,975249,24751,0.025,0:959733 1:15497 2:19
bbmerge,gen_n1000000_l66_merged.fq.gz,1000000,66,999918,975830,24170,0.025,0:959942 1:15857 2:31
bbmerge,gen_n1000000_l67_merged.fq.gz,1000000,67,999934,976628,23372,0.025,0:960445 1:16146 2:37
bbmerge,gen_n1000000_l68_merged.fq.gz,1000000,68,999927,977250,22750,0.025,0:960718 1:16503 2:29
bbmerge,gen_n1000000_l69_merged.fq.gz,1000000,69,999931,977927,22073,0.026,0:960550 1:17339 2:38
bbmerge,gen_n1000000_l6_merged.fq.gz,1000000,6,999928,3,999997,3900.0,233:1 234:1 235:1
bbmerge,gen_n1000000_l70_merged.fq.gz,1000000,70,999920,978197,21803,0.026,0:960428 1:17730 2:39
bbmerge,gen_n1000000_l71_merged.fq.gz,1000000,71,999921,978652,21348,0.026,0:960689 1:17928 2:35
bbmerge,gen_n1000000_l72_merged.fq.gz,1000000,72,999922,979207,20793,0.026,0:960825 1:18347 2:35
bbmerge,gen_n1000000_l73_merged.fq.gz,1000000,73,999921,979825,20175,0.026,0:961161 1:18624 2:40
bbmerge,gen_n1000000_l74_merged.fq.gz,1000000,74,999920,980186,19814,0.027,0:960910 1:19225 2:50 3:1
bbmerge,gen_n1000000_l75_merged.fq.gz,1000000,75,999913,980481,19519,0.027,0:960584 1:19835 2:62
bbmerge,gen_n1000000_l76_merged.fq.gz,1000000,76,999911,980942,19058,0.027,0:960855 1:20019 2:68
bbmerge,gen_n1000000_l77_merged.fq.gz,1000000,77,999915,981546,18454,0.027,0:960898 1:20587 2:61
bbmerge,gen_n1000000_l78_merged.fq.gz,1000000,78,999894,981736,18264,0.027,0:961087 1:20587 2:61 3:1
bbmerge,gen_n1000000_l79_merged.fq.gz,1000000,79,999918,981981,18019,0.028,0:960540 1:21351 2:90
bbmerge,gen_n1000000_l7_merged.fq.gz,1000000,7,999914,4,999996,3335.714,232:1 234:3
bbmerge,gen_n1000000_l80_merged.fq.gz,1000000,80,999911,982246,17754,0.028,0:960526 1:21629 2:91
bbmerge,gen_n1000000_l81_merged.fq.gz,1000000,81,999918,982593,17407,0.028,0:960539 1:21971 2:83
bbmerge,gen_n1000000_l82_merged.fq.gz,1000000,82,999906,983164,16836,0.028,0:960794 1:22257 2:113
bbmerge,gen_n1000000_l83_merged.fq.gz,1000000,83,999912,983313,16687,0.028,0:960380 1:22823 2:110
bbmerge,gen_n1000000_l84_merged.fq.gz,1000000,84,999916,983463,16537,0.028,0:960065 1:23266 2:132
bbmerge,gen_n1000000_l85_merged.fq.gz,1000000,85,999930,983944,16056,0.028,0:960452 1:23372 2:120
bbmerge,gen_n1000000_l86_merged.fq.gz,1000000,86,999923,984214,15786,0.029,0:960138 1:23940 2:136
bbmerge,gen_n1000000_l87_merged.fq.gz,1000000,87,999917,984484,15516,0.029,0:959948 1:24375 2:161
bbmerge,gen_n1000000_l88_merged.fq.gz,1000000,88,999907,984707,15293,0.029,0:959780 1:24798 2:129
bbmerge,gen_n1000000_l89_merged.fq.gz,1000000,89,999923,984859,15141,0.029,0:959757 1:24938 2:164
bbmerge,gen_n1000000_l8_merged.fq.gz,1000000,8,999897,3,999997,2908.333,232:1 233:2
bbmerge,gen_n1000000_l90_merged.fq.gz,1000000,90,999924,985283,14717,0.029,0:959697 1:25421 2:165
bbmerge,gen_n1000000_l91_merged.fq.gz,1000000,91,999913,985494,14506,0.029,0:959600 1:25707 2:187
bbmerge,gen_n1000000_l92_merged.fq.gz,1000000,92,999925,985696,14304,0.029,0:959325 1:26176 2:195
bbmerge,gen_n1000000_l93_merged.fq.gz,1000000,93,999904,986228,13772,0.029,0:959901 1:26119 2:206 3:2
bbmerge,gen_n1000000_l94_merged.fq.gz,1000000,94,999912,986606,13394,0.029,0:959477 1:26936 2:191 3:2
bbmerge,gen_n1000000_l95_merged.fq.gz,1000000,95,999917,986645,13355,0.029,0:959389 1:27038 2:218
bbmerge,gen_n1000000_l96_merged.fq.gz,1000000,96,999911,986753,13247,0.03,0:958827 1:27675 2:250 3:1
bbmerge,gen_n1000000_l97_merged.fq.gz,1000000,97,999924,987370,12630,0.03,0:958935 1:28212 2:222 3:1
bbmerge,gen_n1000000_l98_merged.fq.gz,1000000,98,999934,987599,12401,0.03,0:958602 1:28719 2:278
bbmerge,gen_n1000000_l99_merged.fq.gz,1000000,99,999929,988018,11982,0.03,0:958920 1:28805 2:293
bbmerge,gen_n1000000_l9_merged.fq.gz,1000000,9,999912,2,999998,2572.222,231:1 232:1
